src_lang	tgt_lang	src_text	mt_text	omit_spans	hall_spans	class_hall	class_omit	data_source
eng_Latn	mni_Beng	Thanks for your reply.	অদোমগী পাউখুম অসিগীদমক্তা থাগৎচরি।	Thanks for your reply.	অদোমগী পাউখুম অসিগীদমক্তা থাগৎচরি।	1_No_hallucination	1_No_omission	wiki
eng_Latn	mni_Beng	Any camping below the rim in Grand Canyon requires a backcountry permit.	গ্র্যান্ড কেনিয়ন্দা রিমগী মখাদা কেম্পিং তৌনবগীদমক অকোনবা লমগী পার্মিৎ অমা মথৌ তাই।	Any camping below the rim in Grand Canyon requires a backcountry permit.	গ্র্যান্ড কেনিয়ন্দা রিমগী মখাদা কেম্পিং তৌনবগীদমক অকোনবা লমগী পার্মিৎ অমা মথৌ তাই।	1_No_hallucination	1_No_omission	flores
eng_Latn	mni_Beng	However, in June 1956, Krushchev's promises were put to the test when riots in Poland, where workers were protesting against food shortages and wage cuts, turned into a general protest against Communism.	অদুবু, কুমজা ১৯৫৬ গী জুন থাদা, পোল্লন্দদা শিন্মীশিংনা চিঞ্জাক লৈতবা অমসুং শেল থাদবা হন্থহন্নবগী মায়োক্তা প্রোতেস্ত তৌরকপা মতমদা, ক্রুশচভকী ৱারেপশিং অদু চাংয়েং তৌখি।	However, in June 1956, Krushchev's promises were put to the test when riots in Poland, where workers were protesting against food shortages and wage cuts, turned into a general protest <<<against Communism>>>.	অদুবু, কুমজা ১৯৫৬ গী জুন থাদা, পোল্লন্দদা শিন্মীশিংনা চিঞ্জাক লৈতবা অমসুং শেল থাদবা হন্থহন্নবগী মায়োক্তা প্রোতেস্ত তৌরকপা মতমদা, ক্রুশচভকী ৱারেপশিং অদু চাংয়েং তৌখি।	1_No_hallucination	2_Small_omission	flores
eng_Latn	mni_Beng	Written words are often easier to understand than spoken words, also. This is especially true of addresses, which are often difficult to pronounce intelligibly.	অয়াম্বা মতমদা ইবা ৱাহৈশিংবু ঙাংবা ৱাহৈশিংদগী হেন্না খঙবা য়ারোই। মসি মরুওইনা ময়েক শেংনা ফোংদোকপা ঙমদবা ৱারোলশিংদা ওইথোকপা য়াদে।	Written words are often easier to understand than spoken words, also. This is especially true of <<<addresses>>>, which are often difficult to pronounce intelligibly.	অয়াম্বা মতমদা ইবা ৱাহৈশিংবু ঙাংবা ৱাহৈশিংদগী হেন্না খঙবা <<<য়ারোই>>>। মসি মরুওইনা ময়েক শেংনা ফোংদোকপা ঙমদবা <<<ৱারোলশিংদা ওইথোকপা য়াদে>>>।	3_Partial_hallucination	2_Small_omission	flores
eng_Latn	mni_Beng	(Noting the obvious similarities between word choice, style, lack of space between end-of-comment and signature, etc.) between you and this individual who has been editing from your account.	(অদোম অমসুং নহাক্কী একাউন্টদগী ইদিতিং তৌরিবা মীওই অসিগী মরক্তা ৱাহৈ খনবগী, স্তাইলগী, কম্মেন্তকী অরোইবা অমসুং খুৎয়েক পীনবগী মরক্তা অকক্নবা মফম লৈতবা, অসিনচিংবগী ময়েক শেংই।	(Noting the obvious similarities between word choice, style, lack of space between end-of-comment and signature, etc.) between you and this individual who has been editing from your account.	(অদোম অমসুং নহাক্কী একাউন্টদগী ইদিতিং তৌরিবা মীওই অসিগী মরক্তা ৱাহৈ খনবগী, স্তাইলগী, কম্মেন্তকী অরোইবা অমসুং খুৎয়েক পীনবগী মরক্তা <<<অকক্নবা>>> মফম লৈতবা, অসিনচিংবগী ময়েক শেংই।	2_Small_hallucination	1_No_omission	wiki
eng_Latn	mni_Beng	::I just don't think it's proper.	:: ঐহাক্না মসি চুম্মী হায়না খল্লি।	::I just don't think it's proper.	:: ঐহাক্না মসি চুম্মী হায়না খল্লি।	1_No_hallucination	1_No_omission	wiki
eng_Latn	mni_Beng	This	মসিদা	This	মসিদা	1_No_hallucination	1_No_omission	wiki
eng_Latn	mni_Beng	I'm sorry for making a mistake on tagging your article as that happens sometimes.	অদোমগী আর্টিকল অসি করিগুম্বা মতমদা থোক্লকপগুম্না লেগ তৌবদা ঐহাক্না অশোয়বা পীরকপগীদমক্তা অৱাবা ফোংদোকচরি।	I'm sorry for making a mistake on tagging your article as that happens sometimes.	অদোমগী আর্টিকল অসি করিগুম্বা মতমদা থোক্লকপগুম্না লেগ তৌবদা ঐহাক্না অশোয়বা পীরকপগীদমক্তা অৱাবা ফোংদোকচরি।	1_No_hallucination	1_No_omission	wiki
eng_Latn	mni_Beng	The 30-year-old husband, who was born in Buffalo, was one of the four killed in the shooting, but his wife was not hurt.	বুফালোদা পোকখিবা চহি ৩০ শুরবা মপুরোইবা অসি শুটিং অদুদা শিখিবা মরিগী মনুংদা অমা ওইখি, অদুবু মহাক্কী মপুরোইবনা শোকখিদে।	The 30-year-old husband, who was born in Buffalo, was one of the four killed in the shooting, but his wife was not hurt.	বুফালোদা পোকখিবা চহি ৩০ শুরবা মপুরোইবা অসি শুটিং অদুদা শিখিবা মরিগী মনুংদা অমা ওইখি, অদুবু মহাক্কী মপুরোইবনা শোকখিদে।	1_No_hallucination	1_No_omission	flores
eng_Latn	mni_Beng	This is something you always need to keep in mind, to avoid disappointment or perhaps even distaste over local ways to do things.	মসি অদোম্না মতম পুম্বদা ইকায় খুম্নবা থমগদবনি, মফম অদুগী থবকশিং পাংথোকপগী পাম্বৈশিংদা নুংঙাইতবা পোকহন্দবা নৎত্রগা পামদবা ফাওবা থাদোকপা ঙমদবগীদমক্তা।	This is something you always need to keep in <<<mind>>>, to avoid disappointment or perhaps even distaste over local ways to do things.	মসি অদোম্না মতম পুম্বদা <<<ইকায় খুম্নবা>>> থমগদবনি, মফম অদুগী থবকশিং পাংথোকপগী পাম্বৈশিংদা নুংঙাইতবা পোকহন্দবা নৎত্রগা পামদবা ফাওবা থাদোকপা ঙমদবগীদমক্তা।	2_Small_hallucination	2_Small_omission	flores
eng_Latn	mni_Beng	::::::: Our fellow Wikipedian aprock makes a good point here about reading the reliable secondary sources deeply and then owning your edits by being able to communicate a rationale for choosing one source rather than another in a way that is fair to what the sources say and not giving undue weight to obsolete or minority conclusions. ,)	::::::: ঐখোয়গী ৱিকিপিদিয়ন মরূপ aprockনা থাজবা য়াবা সেকেন্দরি সোর্সশিং অদু মপুং ফাহনবা অমসুং মদুগী মতুংদা অদোমগী এদিটশিং অদুগী মপু ওইদুনা সোর্স অমগী মহুত্তা অতোপ্পা সোর্স অমা খনবগী মরমদা অচুম্বা ফোংদোকপা ঙম্বগা লোয়ননা সোর্সশিংনা হায়রিবশিং অদুগী মতুং ইন্না অচুম্বা মওংদা অমসুং মতম চুপ্পা নৎত্রগা মাইনোরিটিগী ৱারোলশিংদা অচুম্বা মীৎয়েং পীনবা ঙম্বগী মতাংদা অফবা ৱাফম অমা পীরি। ,)	::::::: Our fellow Wikipedian aprock makes a good point here about <<<reading>>> the reliable secondary sources deeply and then owning your edits by being able to communicate a rationale for choosing one source rather than another in a way that is fair to what the sources say and not giving undue weight to obsolete or minority conclusions. ,)	::::::: ঐখোয়গী ৱিকিপিদিয়ন মরূপ aprockনা থাজবা য়াবা সেকেন্দরি সোর্সশিং অদু মপুং ফাহনবা অমসুং মদুগী মতুংদা অদোমগী এদিটশিং অদুগী মপু ওইদুনা সোর্স অমগী মহুত্তা অতোপ্পা সোর্স অমা খনবগী মরমদা অচুম্বা ফোংদোকপা ঙম্বগা লোয়ননা সোর্সশিংনা হায়রিবশিং অদুগী মতুং ইন্না অচুম্বা মওংদা অমসুং <<<মতম চুপ্পা>>> নৎত্রগা মাইনোরিটিগী ৱারোলশিংদা অচুম্বা মীৎয়েং পীনবা ঙম্বগী মতাংদা <<<অফবা ৱাফম অমা পীরি>>>। ,)	3_Partial_hallucination	2_Small_omission	wiki
eng_Latn	mni_Beng	This is because electricity flowing into the socket where the metallic part of bulb sits can give you a severe electric shock if you touch the inside of the socket or the metal base of the bulb while it is still partly in the socket.	মসিনা মরম ওইদুনা মৈচাক অদুগী মেটালিক্কী শরুক অদু লৈমিন্নরিবা সোকেৎ অদুদা ইলেক্ত্রিসিতী থোরকপা অসিনা সকেট অদুগী মনুং নত্ত্রগা সকেট অসিগী মেটাল বেজ অদু শরুক অমা ওইনা সকেট অদুদা লৈরিঙৈদা অদোমদা শাথীনা ইলেক্ত্রিক শক অমা পীবা য়াই।	This is because <<<electricity flowing>>> into the socket where the metallic part of bulb sits can give you a severe electric shock <<<if you touch>>> the inside of the socket or the metal base of <<<the bulb>>> while it is still partly in the socket.	মসিনা মরম ওইদুনা মৈচাক অদুগী মেটালিক্কী শরুক অদু লৈমিন্নরিবা সোকেৎ অদুদা ইলেক্ত্রিসিতী থোরকপা অসিনা সকেট অদুগী মনুং নত্ত্রগা সকেট অসিগী মেটাল বেজ অদু শরুক অমা ওইনা সকেট অদুদা লৈরিঙৈদা অদোমদা শাথীনা ইলেক্ত্রিক শক অমা পীবা য়াই।	1_No_hallucination	3_Partial_omission	flores
eng_Latn	mni_Beng	I'LL KILL YOU!!!!!!!!!!!!I CUT YOU OPEN AND BURN YOUR CORPSE LIKE HELL.	ঐহাক্না অদোমবু খুৎশিন্নগনি! ঐহাক্না নহাকপু খংদোক্কনি অমসুং অদোমগী হকচাং অদু নরকগুম্না মৈ চাক্কনি।	I'LL <<<KILL>>> YOU!<<<!!!!!!!!!!!>>>I <<<CUT>>> YOU <<<OPEN>>> AND BURN YOUR CORPSE LIKE HELL.	ঐহাক্না অদোমবু <<<খুৎশিন্নগনি! ঐহাক্না>>> নহাকপু <<<খংদোক্কনি>>> অমসুং অদোমগী হকচাং অদু নরকগুম্না মৈ চাক্কনি।	3_Partial_hallucination	3_Partial_omission	wiki
eng_Latn	mni_Beng	I just wanted to point out also that, if there has been disagreement, even the best translation should not lock out access to others.	ঐহাক্না মসিসু পনখি মদুদি য়ানীংদবা অমা লৈরবদি, খ্বাইদগী ফবা ৱাহন্থোকসু অতোপ্পদা অওনবা পুরকপা ঙমদবনি।	I just <<<wanted to>>> point out also that, if there has been disagreement, even the best translation should not <<<lock out access>>> to others.	ঐহাক্না মসিসু পনখি মদুদি য়ানীংদবা অমা লৈরবদি, খ্বাইদগী ফবা ৱাহন্থোকসু অতোপ্পদা <<<অওনবা পুরকপা ঙমদবনি>>>।	3_Partial_hallucination	3_Partial_omission	wiki
eng_Latn	mni_Beng	Modern Education accused him of printing large advertisements on buses without authorisation and lying by saying that he was the chief English tutor.	মোদর্ন এজুকেসননা মহাকপু ওথোরাইজেশন য়াওদনা বাসশিংদা অচৌবা এদভর্সমেন্তশিং মুত্থৎপা অমসুং মহাক ইংলিসকী চীফ টিউটরনি হায়না হায়দুনা থাজবা পীখি।	Modern Education accused him of printing large advertisements on buses without authorisation and lying by saying that he was the chief English tutor.	মোদর্ন এজুকেসননা মহাকপু ওথোরাইজেশন য়াওদনা বাসশিংদা অচৌবা এদভর্সমেন্তশিং মুত্থৎপা অমসুং মহাক ইংলিসকী চীফ টিউটরনি হায়না হায়দুনা থাজবা পীখি।	1_No_hallucination	1_No_omission	flores
eng_Latn	mni_Beng	These plants look like a small palm tree with a crown of sharp, spiky leaves.	হায়রিবা পাম্বীশিং অসি মশা-মশাগী মখোংশিংগা মরী লৈনবা মখোং-মখোং লৈরবা পাম্বী মচা অমাগুম্না উবা ফংই।	These plants look like a small <<<palm>>> tree <<<with a crown of sharp, spiky leaves>>>.	হায়রিবা পাম্বীশিং অসি <<<মশা-মশাগী মখোংশিংগা মরী লৈনবা মখোং-মখোং লৈরবা>>> পাম্বী মচা অমাগুম্না উবা ফংই।	3_Partial_hallucination	3_Partial_omission	flores
eng_Latn	mni_Beng	Third, he talks about things I don't care about.	অহুমশুবদা, মহাক্না ঐহাক্না ইকাই খুম্নবা উৎপীদবা থৌওংশিংগী মরমদা ৱা ঙাংই।	Third, he talks about things I don't care about.	অহুমশুবদা, মহাক্না ঐহাক্না ইকাই খুম্নবা উৎপীদবা থৌওংশিংগী মরমদা ৱা ঙাংই।	1_No_hallucination	1_No_omission	wiki
eng_Latn	mni_Beng	And New York Magazine, but I have not seen him in the NY Times.	অমসুং ন্যু য়োর্ক মেগাজিন, অদুবু ঐনা মহাকপু এন.ৱাই. টাইমসতা উদে।	And New York Magazine, but I have not seen him in the NY Times.	অমসুং ন্যু য়োর্ক মেগাজিন, অদুবু ঐনা মহাকপু এন.ৱাই. টাইমসতা উদে।	1_No_hallucination	1_No_omission	wiki
eng_Latn	mni_Beng	Please see my suggestions on the rejection notice on how you can accomplish this, specifically: linking to existing WIkipedia articles on the awards where notability has already been established.	অদোম্না মসি করম্না পাংথোকপা য়াবগে হায়বদুগী মতাংদা ঐহাক্না থাজবা থাদোকপগী পাউজেল অদুদা পীরিবা ৱাফমশিং অদু য়েংবিয়ু, মরুওইনা: ৱিকিপিদিয়াদা লৈরিবা ইকায় খুম্নবা উৎলিবা ইকায়খুম্নবাশিং অদুগী মতাংদা ৱাইকিপিদিয়াগী আর্টিকলশিংদা লিঙ্ক তৌবীয়ু।	Please see my suggestions on the rejection notice on how you can accomplish this, specifically: linking to existing WIkipedia articles <<<on the awards where notability has already been established>>>.	অদোম্না মসি করম্না পাংথোকপা য়াবগে হায়বদুগী মতাংদা ঐহাক্না থাজবা থাদোকপগী পাউজেল অদুদা পীরিবা ৱাফমশিং অদু য়েংবিয়ু, মরুওইনা: ৱিকিপিদিয়াদা লৈরিবা <<<ইকায় খুম্নবা উৎলিবা ইকায়খুম্নবাশিং অদুগী মতাংদা ৱাইকিপিদিয়াগী>>> আর্টিকলশিংদা লিঙ্ক তৌবীয়ু।	3_Partial_hallucination	3_Partial_omission	wiki
eng_Latn	mni_Beng	Children with ADD have a hard time focusing on things like school work, but they can concentrate on things they enjoy doing like playing games or watching their favorite cartoons or writing sentences without punctuation.	ADD লৈবা অঙাংশীংনা স্কুলগী থবকগুম্বা থবকশিংদা মীৎয়েং থম্নবা হোৎনবদা অৱাবা লৈ। অদুবু মখোয়না মখোয়না পামজবা থবকশিং হায়বদি গেমশিং শান্নবা, মখোয়গী পামজবা কার্টুনশিং য়েংবা নৎত্রগা পাউখুমশিং শন্দোক্না ইবা ঙম্মী।	Children with ADD have a hard time focusing on things like school work, but they can concentrate on things they enjoy doing like playing games or watching their favorite cartoons or writing <<<sentences without punctuation>>>.	ADD লৈবা অঙাংশীংনা স্কুলগী থবকগুম্বা থবকশিংদা মীৎয়েং থম্নবা হোৎনবদা অৱাবা লৈ। অদুবু মখোয়না মখোয়না পামজবা থবকশিং হায়বদি গেমশিং শান্নবা, মখোয়গী পামজবা কার্টুনশিং য়েংবা নৎত্রগা <<<পাউখুমশিং শন্দোক্না>>> ইবা ঙম্মী।	2_Small_hallucination	3_Partial_omission	flores
eng_Latn	mni_Beng	About ten minutes before it was due to land from its second approach it disapeared.	মদুগী অনিশুবা য়ৌরকপদগী য়ৌদ্রিঙৈগী মিনিট ১০ রোমগী মমাংদা লৈখিদ্রে।	About ten minutes before it was due to land from its second approach it disapeared.	মদুগী অনিশুবা য়ৌরকপদগী য়ৌদ্রিঙৈগী মিনিট ১০ রোমগী মমাংদা লৈখিদ্রে।	1_No_hallucination	1_No_omission	flores
spa_Latn	yor_Latn	La votación todavía está sujeta a la ratificación en pleno del el COI, lo que se decidirá en la reunión de octubre, en Copenhague.	Ìbò náà ṣì wà lábẹ́ ìmúṣẹ kí Ìgbìmọ̀ Olùdarí Àwọn Orílẹ̀-Èdè Ìparapọ̀ Àwọn Orílẹ̀-Èdè Ilẹ̀ Yúróòpù fọwọ́ sí i, èyí tí a ó pinnu ní ìpàdé tó wáyé ní Copenhagen ní oṣù October.	La votación todavía está sujeta a la ratificación en pleno del <<<el COI>>>, lo que se decidirá en la reunión de octubre, en Copenhague.	Ìbò náà ṣì wà lábẹ́ ìmúṣẹ kí Ìgbìmọ̀ <<<Olùdarí Àwọn Orílẹ̀-Èdè Ìparapọ̀ Àwọn Orílẹ̀-Èdè Ilẹ̀ Yúróòpù>>> fọwọ́ sí i, èyí tí a ó pinnu ní ìpàdé tó wáyé ní Copenhagen ní oṣù October.	3_Partial_hallucination	2_Small_omission	flores
spa_Latn	yor_Latn	Asimismo, el gobernador manifestó: «En el día de la fecha, hemos tomado conocimiento de que se ha identificado a algunos niños en edad escolar que habían estado en contacto con el paciente».	"Bákan náà, gómìnà náà sọ pé: ""Lọ́jọ́ yìí, a ti mọ̀ pé àwọn ọmọdé kan tí wọ́n ti ń lọ sí ilé ìwé ti ní ìbálòpọ̀ pẹ̀lú aláìsàn náà."	Asimismo, el gobernador manifestó: «En el día de la fecha, hemos tomado conocimiento de que se ha identificado a algunos niños en edad escolar que habían estado en contacto con el paciente».	"Bákan náà, gómìnà náà sọ pé: ""Lọ́jọ́ yìí, a ti mọ̀ pé àwọn ọmọdé kan tí wọ́n ti ń lọ sí ilé ìwé ti ní ìbálòpọ̀ pẹ̀lú aláìsàn náà."	1_No_hallucination	1_No_omission	flores
spa_Latn	yor_Latn	Aun parados en medio de ruinas milenarias, es sencillo evocar los sonidos y los olores de enfrentamientos que ocurrieron hace mucho tiempo; casi escuchar el impacto de los cascos en los adoquines y sentir el olor del miedo que emergía desde las mazmorras.	Bó tilẹ̀ jẹ́ pé ọ̀pọ̀ ẹgbẹ̀rún ọdún ni wọ́n ti gbé e ró, ó rọrùn gan-an láti rántí àwọn ohun tí wọ́n ń gbọ́ lọ́wọ́ àwọn jàǹdùkú tó wáyé tipẹ́tipẹ́; ó sì rọrùn láti gbọ́ bí wọ́n ṣe ń fi òrùlé kó àwọn òkúta tó wà nínú ọgbà ẹ̀wọ̀n náà, kó sì máa gbọ́ ìbẹ̀rù tó ń jáde wá látọ̀dọ̀ wọn.	Aun parados en medio de ruinas milenarias, es sencillo evocar los sonidos y <<<los olores de enfrentamientos>>> que ocurrieron hace mucho tiempo; casi escuchar el impacto de <<<los cascos en los adoquines y sentir el olor>>> del miedo que emergía desde <<<las mazmorras>>>.	Bó tilẹ̀ jẹ́ pé ọ̀pọ̀ ẹgbẹ̀rún ọdún ni wọ́n ti gbé e ró, ó rọrùn gan-an láti rántí àwọn ohun tí wọ́n ń gbọ́ lọ́wọ́ <<<àwọn jàǹdùkú>>> tó wáyé tipẹ́tipẹ́; ó sì rọrùn láti gbọ́ bí wọ́n <<<ṣe ń fi òrùlé kó àwọn òkúta tó wà nínú ọgbà ẹ̀wọ̀n náà>>>, kó sì máa gbọ́ ìbẹ̀rù <<<tó ń jáde wá látọ̀dọ̀ wọn>>>.	3_Partial_hallucination	3_Partial_omission	flores
spa_Latn	yor_Latn	La aeronave viajaba hacia Irkutsk y la guiaban tropas del interior.	Àwọn ọmọ ogun tó wà ní àárín gbùngbùn ìlú Irkutsk ló ń darí ọkọ̀ náà.	La aeronave viajaba hacia Irkutsk y la guiaban tropas del interior.	Àwọn ọmọ ogun tó wà ní àárín gbùngbùn ìlú Irkutsk ló ń darí ọkọ̀ náà.	1_No_hallucination	1_No_omission	flores
spa_Latn	yor_Latn	Se asemejaban a habitaciones. Fue la primera persona que observó células muertas.	Ó dà bí yàrá, òun ni ẹni àkọ́kọ́ tó kíyè sí àwọn sẹ́ẹ̀lì tó ti kú.	Se asemejaban a habitaciones. Fue la primera persona que observó células muertas.	Ó dà bí yàrá, òun ni ẹni àkọ́kọ́ tó kíyè sí àwọn sẹ́ẹ̀lì tó ti kú.	1_No_hallucination	1_No_omission	flores
spa_Latn	yor_Latn	Los motores de traducción han mejorado drásticamente y ahora, con frecuencia, brindan traducciones bastante correctas (y rara vez contenido sin sentido); no obstante, debe tenerse algo de precaución, ya que todavía es posible que fallen.	Àwọn ẹrọ ìtumọ̀ ti túbọ̀ sunwọ̀n sí i gan-an báyìí, wọ́n sì sábà máa ń pèsè ìtumọ̀ tó tọ́ gan-an (tí kì í sì í sábà jẹ́ èyí tí kò nítumọ̀); síbẹ̀, ó yẹ ká ṣọ́ra gan-an nítorí pé ó ṣì ṣeé ṣe fún wọn láti ṣàṣìṣe.	Los motores de traducción han mejorado drásticamente y ahora, con frecuencia, brindan traducciones bastante correctas (y rara vez contenido sin sentido); no obstante, debe tenerse algo de precaución, ya que todavía es posible que fallen.	Àwọn ẹrọ ìtumọ̀ ti túbọ̀ sunwọ̀n sí i gan-an báyìí, wọ́n sì sábà máa ń pèsè ìtumọ̀ tó tọ́ gan-an (tí kì í sì í sábà jẹ́ èyí tí kò nítumọ̀); síbẹ̀, ó yẹ ká ṣọ́ra gan-an nítorí pé ó ṣì ṣeé ṣe fún wọn láti ṣàṣìṣe.	1_No_hallucination	1_No_omission	flores
spa_Latn	yor_Latn	Por lo general, los albergues alojan a gente joven (un huésped promedio ronda los veintitantos años), pero con frecuencia se pueden encontrar viajeros mayores.	Àwọn ilé àlejò sábà máa ń gbà àwọn ọ̀dọ́ (òṣùwọ̀n àwọn àlejò tó wà láàárín ogún ọdún sí ogún ọdún) àmọ́ àwọn àgbàlagbà èèyàn sábà máa ń wà níbẹ̀.	Por lo general, los albergues alojan a gente joven (un huésped promedio ronda los veintitantos años), pero <<<con frecuencia se pueden encontrar viajeros mayores>>>.	Àwọn ilé àlejò sábà máa ń gbà àwọn ọ̀dọ́ (òṣùwọ̀n àwọn àlejò tó wà láàárín ogún ọdún sí ogún ọdún) àmọ́ <<<àwọn àgbàlagbà èèyàn sábà máa ń wà níbẹ̀>>>.	3_Partial_hallucination	3_Partial_omission	flores
spa_Latn	yor_Latn	Debe elegir cuidadosamente su alianza aérea de viajero frecuente.	O yẹ ki o fara balẹ yan ajọṣepọ ọkọ ofurufu rẹ fun awọn arinrin ajo nigbagbogbo.	Debe elegir cuidadosamente su alianza aérea de viajero frecuente.	O yẹ ki o fara balẹ yan ajọṣepọ ọkọ ofurufu rẹ fun awọn arinrin ajo nigbagbogbo.	1_No_hallucination	1_No_omission	flores
spa_Latn	yor_Latn	Aunque las autoridades no están seguras de que la amenaza sea real, la Autoridad de Transporte de Maryland procedió al cierre, a requerimiento del FBI.	Bó tilẹ̀ jẹ́ pé àwọn aláṣẹ kò dá wọn lójú pé ewu náà wà lóòótọ́, Àjọ Tó Ń Bójú Tó Ọ̀nà Ilẹ̀ Maryland ti fòpin sí ọ̀rọ̀ náà ní ìbámu pẹ̀lú ohun tí àjọ FBI béèrè.	Aunque las autoridades no están seguras de que la amenaza sea real, la Autoridad de Transporte de Maryland procedió al cierre, a requerimiento del FBI.	Bó tilẹ̀ jẹ́ pé àwọn aláṣẹ kò dá wọn lójú pé ewu náà wà lóòótọ́, Àjọ Tó Ń Bójú Tó Ọ̀nà Ilẹ̀ Maryland ti fòpin sí ọ̀rọ̀ náà ní ìbámu pẹ̀lú ohun tí àjọ FBI béèrè.	1_No_hallucination	1_No_omission	flores
spa_Latn	yor_Latn	Esto delimitó un cambio de gran importancia, dado que las potencias europeas no podrían recurrir a la excusa de que se trataba de enfrentamientos de índole religioso. Por ello, la guerra de los Treinta años sería la última en catalogarse como guerra religiosa.	Èyí mú kí ìyípadà pàtàkì kan wáyé, nítorí pé àwọn alágbára ilẹ̀ Yúróòpù kò lè lo àwíjàre pé ogun ẹ̀sìn ni wọ́n ń jà, nítorí náà, ogun Ọdún Àtàdínlógójì ni ogun ìsìn kéékèèké tó gbẹ̀yìn.	Esto delimitó un cambio de gran importancia, dado que las potencias europeas no podrían recurrir a la excusa de que se trataba de enfrentamientos de índole religioso. Por ello, la guerra de los Treinta años sería la última en <<<catalogarse>>> como guerra religiosa.	Èyí mú kí ìyípadà pàtàkì kan wáyé, nítorí pé àwọn alágbára ilẹ̀ Yúróòpù kò lè lo àwíjàre pé ogun ẹ̀sìn ni wọ́n ń jà, nítorí náà, ogun Ọdún Àtàdínlógójì ni ogun ìsìn kéékèèké tó gbẹ̀yìn.	1_No_hallucination	2_Small_omission	flores
spa_Latn	yor_Latn	Jonny Reid, copiloto del equipo de Nueva Zelanda de A1GP, hizo historia hoy al consagrarse lícitamente como el conductor más veloz sobre el puente de Auckland Harbour, de 48 años de antigüedad, en Nueva Zelanda.	Jonny Reid, tó jẹ́ alábàákẹ́kọ̀ọ́ ẹgbẹ́ A1GP lórílẹ̀-èdè New Zealand, sọ ìtàn nípa sísọ ara rẹ̀ di awakọ̀ tó máa ń sáré jù lọ lórí àárín gbùngbùn àfonífojì ìlú Auckland Harbour tó ti pẹ́ tó ọdún méjìdínláàádọ́ta [48] ní orílẹ̀-èdè Nàìjíríà.	Jonny Reid, copiloto del equipo de Nueva Zelanda de A1GP, hizo historia hoy <<<al consagrarse lícitamente>>> como el conductor más veloz sobre el puente de Auckland Harbour, de 48 años de antigüedad, en Nueva Zelanda.	Jonny Reid, tó jẹ́ alábàákẹ́kọ̀ọ́ ẹgbẹ́ A1GP lórílẹ̀-èdè New Zealand, sọ ìtàn nípa sísọ ara rẹ̀ di awakọ̀ tó máa ń sáré jù lọ lórí <<<àárín gbùngbùn àfonífojì ìlú>>> Auckland Harbour tó ti pẹ́ tó ọdún méjìdínláàádọ́ta [48] ní <<<orílẹ̀-èdè Nàìjíríà>>>.	3_Partial_hallucination	2_Small_omission	flores
spa_Latn	yor_Latn	Para obtener asesoramiento o autorizaciones y realizar reclamos, deben exhibir el correo electrónico de la aseguradora y sus números de teléfono internacionales.	Tó o bá fẹ́ gba ìmọ̀ràn tàbí ìyọ̀ǹda, tó o sì fẹ́ ṣe ẹ̀sùn, o gbọ́dọ̀ fi imeeli ilé iṣẹ́ náà àti nọ́ńbà tẹlifóònù àgbáyé rẹ̀ hàn.	Para obtener asesoramiento o autorizaciones y realizar reclamos, deben exhibir el correo electrónico de la aseguradora y sus números de teléfono internacionales.	Tó o bá fẹ́ gba ìmọ̀ràn tàbí ìyọ̀ǹda, tó o sì fẹ́ ṣe ẹ̀sùn, o gbọ́dọ̀ fi imeeli ilé iṣẹ́ náà àti nọ́ńbà tẹlifóònù àgbáyé rẹ̀ hàn.	1_No_hallucination	1_No_omission	flores
spa_Latn	yor_Latn	MetroPlus ofrece más comodidad y menos concurrencia de personas, aunque es un poco más costoso. No obstante, sigue siendo más económico que los pasajes regulares de metro en Europa.	MetroPlus ń fúnni ní ìfọ̀kànbalẹ̀ tó pọ̀ sí i, ó sì ń dín ìrìn àjò àwọn èèyàn kù, bó tilẹ̀ jẹ́ pé ó jẹ́ iyebíye díẹ̀, síbẹ̀ ó ṣì máa ń ná ju àwọn ọkọ̀ ojú irin tí wọ́n máa ń gbà nílẹ̀ Yúróòpù.	MetroPlus ofrece más comodidad y menos concurrencia de personas, aunque es un poco más costoso. No obstante, sigue siendo más económico que los pasajes regulares de metro en Europa.	MetroPlus ń fúnni ní ìfọ̀kànbalẹ̀ tó pọ̀ sí i, ó sì ń dín ìrìn àjò àwọn èèyàn kù, bó tilẹ̀ jẹ́ pé ó jẹ́ iyebíye díẹ̀, síbẹ̀ ó ṣì máa ń ná ju àwọn ọkọ̀ ojú irin tí wọ́n máa ń gbà nílẹ̀ Yúróòpù.	1_No_hallucination	1_No_omission	flores
